id,occupancy_date,week_no,organization_name,shelter_name,shelter_address,shelter_city,shelter_province,shelter_postal_code,facility_name,program_name,sector,occupancy,capacity
10879,2017-04-13,15,Toronto Community Hostel,Toronto Community Hostel,191 Spadina Road,Toronto,ON,M5R 2T9,Tor. Comm. Hostel 191 Spadina Rd,TCH (program),Families,24,24
10880,2017-04-13,15,Turning Point Youth Services,Turning Point Youth Services,95 Wellesley St. E.,Toronto,ON,M4Y 2X9,Turning Point Youth Services,Turning Point Youth Services Shelter,Youth,33,35
10881,2017-04-13,15,University Settlement,Univ Settlement House - OOTC,23 Grange Road,Toronto,ON,M5T 1C3,U. Settlement OOTC-23 Grange Rd,University Settlement - Out of the Cold,Co-ed,0,75
10882,2017-04-13,15,University Settlement,Univ Settlement House - OOTC,23 Grange Road,Toronto,ON,M5T 1C3,U. Settlement OOTC-23 Grange Rd,University Settlement: Extreme Weather Program,Co-ed,0,10
10883,2017-04-13,15,Woodgreen Red Door Family Shelter,Red Door Queen Street,875 Queen St E,Toronto,ON,M4M 1J2,Red Door - 1430 Gerrad St E,Red Door - Family Shelter,Families,77,100
10884,2017-04-13,15,YMCA of Greater Toronto,YMCA House,485 Queen St West,Toronto,ON,M5V 2A9,Yhouse - Vanauley,YMCA House-Vanauley,Youth,40,40
10885,2017-04-13,15,YMCA of Greater Toronto,YMCA Sprott House,21 Walmer Rd.,Toronto,ON,M5R 2W7,YMCA Sprott House Walmer Rd,YMCA Sprott House Walmer rd.,Youth,25,25
10886,2017-04-13,15,YWCA Toronto,YWCA - First Stop Woodlawn,80 Woodlawn Ave. East,Toronto,ON,M4T 1C1,YWCA-80 Woodlawn Av. E.-Women,YWCA - Adult Women Shelter,Women,28,28
10887,2017-04-13,15,YWCA Toronto,YWCA - First Stop Woodlawn,80 Woodlawn Ave. East,Toronto,ON,M4T 1C1,YWCA-80 Woodlawn Ave. E.-Youth,YWCA - Youth Shelter,Youth,28,28
10888,2017-04-13,15,Youth Without Shelter,Youth Without Shelter,6 Warrendale Court,Etobicoke,ON,M9V 1P9,Youth w/o Shelter Emerg Shelter,Youth without Shelter Emergency Shelter Program,Youth,33,33
10889,2017-04-13,15,Youth Without Shelter,Youth Without Shelter,6 Warrendale Court,Etobicoke,ON,M9V 1P9,Youth w/o Shltr Transitional Res,Youth without Shelter Stay In School Program,Youth,20,20
10890,2017-04-14,15,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Quality Suite (Singles),COSTI - Quality Suites Singles Refugee Program,Co-ed,30,30
10891,2017-04-14,15,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Quality Suites (Fam),COSTI - Quality Suites Family Program,Families,91,120
10892,2017-04-14,15,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Reception Centre,COSTI Reception Ctr CITY Program,Co-ed,16,16
10893,2017-04-14,15,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,973 Lansdowne Avenue,Toronto,ON,M6H 3Z5,Christie Ossington Men's Hostel,Christie Ossington Extreme Weather Program,Men,14,17
10894,2017-04-14,15,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,973 Lansdowne Avenue,Toronto,ON,M6H 3Z5,Christie Ossington Men's Hostel,Christie Ossington Men's Hostel,Men,63,63
10895,2017-04-14,15,Christie Ossington Neighbourhood Centre,Christie Ossington Men's Hostel,973 Lansdowne Avenue,Toronto,ON,M6H 3Z5,Christie Ossington South Hostel,Christie Ossington Men's Hostel South,Men,30,30
10896,2017-04-14,15,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,43 Christie Street,Toronto,ON,M6G 3B1,Christie Refugee Welcome Centre,Christie Refugee Welcome Ctr - Settlement and Support,Families,74,76
10897,2017-04-14,15,City of Toronto,Birchmount Residence,1673 Kingston Road,Toronto,ON,,Birchmount Res 1673 Kingston Rd,Birchmount Residence,Men,53,60
10898,2017-04-14,15,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence,Birkdale Residence - Bedded Program,Families,169,160
10899,2017-04-14,15,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence Motel (Fam),Birkdale Residence  - Toronto Plaza Hotel Program,Families,154,205
10900,2017-04-14,15,City of Toronto,S2H Assessment and Referral Ctre,67 Adelaide Street East,Toronto,ON,,COTA,Bailey House,Men,1,2
10901,2017-04-14,15,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence Motel (Men's),Birkdale Residence  - Single Male Refugee Program,Men,27,36
10902,2017-04-14,15,City of Toronto,Downsview Dells,1651 Sheppard Ave West,Toronto,ON,,Downsview Dells 1651 Sheppard W,Downsview Dells Bedded Program,Men,19,28
10903,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - AL site,Family Residence - AL Site (Internal Referral Only),Families,2,0
10904,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - CoEd Building,Family Residence - Co-Ed,Co-ed,8,40
10905,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - GA Site,Family Residence - GA Site (Internal Referral Only),Families,0,0
10906,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - ID Site,Family Residence - ID Site (Internal Referral Only),Families,0,0
10907,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - LI Site,Family Residence - LI Site (Internal Referral Only),Families,202,252
10908,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - MA Site,Family Residence - MA Site (Internal Referral Only),Families,45,48
10909,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Main Building,Family Residence - Main,Families,142,110
10910,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Roycroft Site,Family Residence - Roycroft Site,Families,36,50
10911,2017-04-14,15,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - TO,Family Residence - TO site (Internal Referral Only),Families,77,20
10912,2017-04-14,15,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Extreme Weather Program,Men,0,19
10913,2017-04-14,15,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York Residence Bedded Program,Men,74,74
10914,2017-04-14,15,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,,Fort York Res 38 Bathurst St.,Fort York SRO Units Program,Men,24,24
10915,2017-04-14,15,City of Toronto,Robertson House,291 Sherbourne Street,Toronto,ON,M5A 2R9,Robertson House,Robertson House - MAIN Program,Families,98,90
10917,2017-04-14,15,City of Toronto,S2H Assessment and Referral Ctre,67 Adelaide Street East,Toronto,ON,,S2H Assessment and Referral Ctre,Streets to Homes Bedded Program,Co-ed,40,40
10918,2017-04-14,15,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,O'Neill Housing First-1st Floor,Men,28,28
10919,2017-04-14,15,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,O'Neill Housing First-2nd Floor,Men,27,27
10920,2017-04-14,15,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Annex/Infirmary Program,Men,70,80
10921,2017-04-14,15,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostel Program,Men,230,240
10922,2017-04-14,15,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Hostels Extreme Weather Program,Men,39,42
10923,2017-04-14,15,City of Toronto,Seaton House,339 George Street,Toronto,ON,M5A-2N2,Seaton House - 339 George Street,Seaton House - Long Term Program,Men,93,104
10924,2017-04-14,15,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 63 Bellwoods Ave.,Womens' Residence - Bellwoods House,Women,9,10
10925,2017-04-14,15,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Women's Residence Extreme Weather Program,Women,5,13
10926,2017-04-14,15,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Womens' Residence - Main Program,Women,102,103
10927,2017-04-14,15,Cornerstone Place,Cornerstone Place,616 Vaughan Road Toronto,Toronto,ON,M6C 1C2,Cornerstone 616 Vaughan Rd.,Cornerstone Place,Men,50,50
10928,2017-04-14,15,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House -  Transitional Safe Beds for women,Youth,0,2
10929,2017-04-14,15,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-20 Gerrard St. E.,Covenant House Residence,Youth,91,94
10930,2017-04-14,15,Covenant House Toronto,Covenant House,20 Gerrard Street East,Toronto,ON,M5B 2P3,Covenant House-21 McGill Street,Covenant House-Rights of Passage,Youth,25,28
10931,2017-04-14,15,Dixon Hall,Dixon Hall - Heyworth House,2714 Danforth Avenue,Toronto,ON,M4C 1L7,Dixon Hall - Heyworth House,Dixon Hall - Extreme Weather Program,Co-ed,9,9
10932,2017-04-14,15,Dixon Hall,Dixon Hall - Heyworth House,2714 Danforth Avenue,Toronto,ON,M4C 1L7,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,Co-ed,74,74
10933,2017-04-14,15,Dixon Hall,Dixon Hall - Schoolhouse,349 George Street,Toronto,ON,M5A 2N2,Dixon Hall-School House,Dixon Hall - Schoolhouse,Men,43,44
10934,2017-04-14,15,Eva's Initiatives,Eva's Phoenix,60 Brant Street,Toronto,ON,M5V 3G9,Eva's Phoenix,Eva's Phoenix,Youth,49,50
10935,2017-04-14,15,Eva's Initiatives,Eva's Place,360 Lesmill Road,North York,ON,M3B 2T5,Eva's Place,Eva's Place,Youth,40,40
10936,2017-04-14,15,Eva's Initiatives,Eva's Satellite,25 Canterbury Place,North York,ON,M2N OE3,Eva's Satellite,Eva's Satellite,Youth,32,32
10937,2017-04-14,15,Eva's Initiatives,Eva's Satellite,25 Canterbury Place,North York,ON,M2N OE3,Eva's Satellite,Eva's Satellite Extreme Weather Program,Youth,1,1
10938,2017-04-14,15,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife House - Denison Program,Fife House Denison Program,Co-ed,5,5
10939,2017-04-14,15,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife-Sherbourne Transitional Pgm,Fife-Sherbourne Transitional Program,Co-ed,10,11
10940,2017-04-14,15,Fred Victor Centre,FV Women's Transition to Housing,389 Church Street,Toronto,ON,M5B 2A1,Fred Victor 389 Church Street,Fred Victor Transition to Housing:  Bedded Program,Women,23,23
10941,2017-04-14,15,Fred Victor Centre,FV Women's Transition to Housing,389 Church Street,Toronto,ON,M5B 2A1,Fred Victor T2H 386 Dundas St. E,Fred Victor T2H Bedded Program,Women,37,37
10942,2017-04-14,15,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Extreme Weather Program,Women,3,4
10943,2017-04-14,15,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel Program,Women,30,30
10944,2017-04-14,15,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor - Bethlehem United Extreme Weather Program,Co-ed,9,10
10945,2017-04-14,15,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor Bethlehem United Program,Co-ed,60,60
10946,2017-04-14,15,Good Shepherd Ministries,Good Shepherd Centre,412 Queen Street East,Toronto,ON,M5A 1T3,Barrett House,Barrett House,Men,5,5
10947,2017-04-14,15,Good Shepherd Ministries,Good Shepherd Centre,412 Queen Street East,Toronto,ON,M5A 1T3,Good Shepherd Centre,Good Shepherd - Emergency/Resettlement,Men,70,70
10948,2017-04-14,15,Good Shepherd Ministries,Good Shepherd Centre,412 Queen Street East,Toronto,ON,M5A 1T3,Good Shepherd Centre,Good Shepherd Centre - D.A.R.E.,Men,22,25
10949,2017-04-14,15,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,55,60
10950,2017-04-14,15,Homes First Society,HFS - Savard's Womens' Shelter,1322 Bloor Street West,Toronto,ON,M6H 1P2,HFS - Savard's Womens' Shelter,Homes First Society - Savard's Womens' Shelter,Women,30,30
10951,2017-04-14,15,YWCA Toronto,YWCA - Beatrice House,177 Caledonia Rd,Toronto,ON,M6E 4S8,YWCA - Beatrice House,YWCA.BeatriceHouse.Transitional Housing,Families,0,0
10952,2017-04-14,15,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS - Scarborough Shelter,Homes First Society - Scarborough Shelter,Co-ed,67,67
10953,2017-04-14,15,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Flex Program,Co-ed,4,5
10954,2017-04-14,15,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Strachan House,Co-ed,78,83
10955,2017-04-14,15,Horizon for Youth,Horizons for Youth,422 Gilbert Avenue,Toronto,ON,M6E 4X3,Horizons for Youth,Horizons for Youth,Youth,44,45
10956,2017-04-14,15,Kennedy House Youth Services,Kennedy House Youth shelter,1076 Pape Avenue,Toronto,ON,M4K 3W5,Kennedy House Youth Shelter,Kennedy House Youth Shelter:  Bedded Program,Youth,33,33
10957,2017-04-14,15,Na-Me-Res (Native Men's Residence),Na-Me-Res,14 Vaughan Road,Toronto,ON,M6G 2N1,Na-Me-Res 14 Vaughan Road,Na-Me-Res (Native Men's Residence),Men,71,71
10958,2017-04-14,15,Na-Me-Res (Native Men's Residence),Na-Me-Res,14 Vaughan Road,Toronto,ON,M6G 2N1,Sagatay 26 Vaughan Road,Sagatay,Men,20,20
10959,2017-04-14,15,Native Child & Family Services Toronto,Eagles Nest Transition House,558 Bathurst Street,Toronto,ON,M5S 2P9,Eagle's Nest Transistion House,Native Child & Family Services Toronto,Youth,11,12
10960,2017-04-14,15,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,702 Kennedy Road,Scarborough,ON,M1K 2B5,Second Base Youth Shelter,[Closed]Second Base - Extreme Weather Program,Youth,0,0
10961,2017-04-14,15,Second Base (Scarborough) Youth Shelter,Second Base Youth Shelter,702 Kennedy Road,Scarborough,ON,M1K 2B5,Second Base Youth Shelter,[Closed]Second Base Bedded Program,Youth,0,0
10962,2017-04-14,15,Society of St.Vincent De Paul,SVDP - Amelie House,126 Pape Avenue,Toronto,ON,M4M 2V8,SVDP - Amelie House,St.Vincent De Paul - Amelie House - Women's Shelter,Women,20,20
10963,2017-04-14,15,Society of St.Vincent De Paul,SVDP - Elisa House,60 Newcastle Street,Toronto,ON,M8Y 1A3,SVDP - Elisa House,St.Vincent De Paul - Elisa House,Women,40,40
10964,2017-04-14,15,Society of St.Vincent De Paul,SVDP - Mary's Home,70 Gerrard St. E.,Toronto,ON,M5B 1G6,SVDP - Mary's Home,SVDP - Mary's Home Extreme Weather Program,Women,6,6
10965,2017-04-14,15,Society of St.Vincent De Paul,SVDP - Mary's Home,70 Gerrard St. E.,Toronto,ON,M5B 1G6,SVDP - Mary's Home,St.Vincent De Paul - Mary's Home - Emergency Shelter,Women,37,38
10966,2017-04-14,15,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,3410 Bayview Avenue,Toronto,ON,M2M 3S3,SVDP - St. Clare's Residence,St.Vincent De Paul - St. Clare's Residence - Transitional Housing,Women,30,30
10967,2017-04-14,15,St. Simon's Shelter Inc.,St. Simon's Shelter,525 Bloor Street East,Toronto,ON,M4W 1J1,St.Simon's 525 Bloor Street East,St. Simon's Extreme Weather Program,Men,5,5
10968,2017-04-14,15,St. Simon's Shelter Inc.,St. Simon's Shelter,525 Bloor Street East,Toronto,ON,M4W 1J1,St.Simon's 525 Bloor Street East,St. Simon's Shelter,Men,57,57
10969,2017-04-14,15,Street Haven At The Crossroads,Street Haven,87 Pembroke St,Toronto,ON,M5A 2N9,Street Haven - 87 Pembroke St,Street Haven - Emergency Hostel,Women,46,46
10970,2017-04-14,15,Street Haven At The Crossroads,Street Haven,87 Pembroke St,Toronto,ON,M5A 2N9,Street Haven - 87 Pembroke St,Street Haven: Extreme Weather Program,Women,4,4
10971,2017-04-14,15,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House,Sojourn House Transitional Housing Program,Families,90,76
10972,2017-04-14,15,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House(Singles),Sojourn House Bedded Program,Co-ed,77,77
10973,2017-04-14,15,The MUC Shelter Corporation,Sojourn House - Queens Drive,265 Queens Drive,Toronto,ON,M6L 3C6,Sojourn House - Queens Drive,Sojourn House - Queens Drive,Men,36,36
10974,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline - Emergency Weather,Women,9,9
10975,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline Residence - Women's Ministry,Women,90,90
10976,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Extreme Weather Program,Women,4,4
10977,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Womens Ministry,Women,59,60
10978,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Gateway,107 Jarvis Street,Toronto,ON,M5C 2H4,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway - Extreme Weather Beds,Men,12,12
10979,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Gateway,107 Jarvis Street,Toronto,ON,M5C 2H4,S.A. Gateway - 107 Jarvis Street,Salvation Army - Gateway - Men's Hostel,Men,108,108
10980,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Hope,167 College Street,Toronto,ON,M5T-1P7,S.A. Hope - 167 College St,S.A. Hope - Extreme Weather Program,Men,0,0
10981,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Hope,167 College Street,Toronto,ON,M5T-1P7,S.A. Hope - 167 College St,Salvation Army Hope - Main Shelter Beds,Men,0,0
10982,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,S.A. Maxwell Meighen Transition to Housing,Men,45,45
10983,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen - Extreme Weather Program,Men,18,18
10984,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen Emergency Bed Program,Men,269,270
10985,2017-04-14,15,The Salvation Army of Canada,Salvation Army - Maxwell Meighen,Sherbourne Street,Toronto,ON,M5A 2R5,S.A. Maxwell Meighen Centre,Salvation Army - Maxwell Meighen Primary Support Unit,Men,10,10
10986,2017-04-14,15,The Scott Mission Inc.,Scott Mission Men's Ministry,502 Spadina Ave.,Toronto,ON,M5S 2H1,Scott Mission - 502 Spadina Ave,Scott Mission - Extreme Weather Program,Men,19,19
10987,2017-04-14,15,The Scott Mission Inc.,Scott Mission Men's Ministry,502 Spadina Ave.,Toronto,ON,M5S 2H1,Scott Mission - 502 Spadina Ave,Scott Mission - Men's Ministry Overnight Program,Men,53,53
